Augmented_Smiles,Augmented_Selfies,selfies_length
c1sc(C(C)C)nc1CN(C(=O)N[C@H](C(N[C@H](C[C@H](O)[C@H](Cc1ccccc1)NC(OCc1scnc1)=O)Cc1ccccc1)=O)C(C)C)C,[C][S][C][Branch1][=Branch1][C][Branch1][C][C][C][=N][C][=Ring1][Branch2][C][N][Branch2][Branch1][P][C][=Branch1][C][=O][N][C@H1][Branch2][Branch1][Ring1][C][Branch2][Ring2][=C][N][C@H1][Branch2][Ring1][S][C][C@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][Branch1][#Branch2][O][C][C][S][C][=N][C][=Ring1][Branch1][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=O][C][Branch1][C][C][C][C],84
c1ccc(C[C@@H]([C@@H](O)C[C@H](Cc2ccccc2)NC([C@@H](NC(=O)N(C)Cc2csc(C(C)C)n2)C(C)C)=O)NC(=O)OCc2cncs2)cc1,[C][=C][C][=C][Branch2][=Branch1][N][C][C@@H1][Branch2][Branch1][=Branch2][C@@H1][Branch1][C][O][C][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][Branch2][Ring2][C][C@@H1][Branch2][Ring1][=Branch2][N][C][=Branch1][C][=O][N][Branch1][C][C][C][C][=C][S][C][Branch1][=Branch1][C][Branch1][C][C][C][=N][Ring1][Branch2][C][Branch1][C][C][C][=O][N][C][=Branch1][C][=O][O][C][C][=C][N][=C][S][Ring1][Branch1][C][=C][Ring2][Branch1][C],87
c1c(C[C@@H](C[C@@H]([C@H](Cc2ccccc2)NC(OCc2cncs2)=O)O)NC(=O)[C@H](C(C)C)NC(N(C)Cc2nc(C(C)C)sc2)=O)cccc1,[C][=C][Branch2][=Branch1][N][C][C@@H1][Branch2][Ring1][P][C][C@@H1][Branch2][Ring1][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][Branch1][#Branch2][O][C][C][=C][N][=C][S][Ring1][Branch1][=O][O][N][C][=Branch1][C][=O][C@H1][Branch1][=Branch1][C][Branch1][C][C][C][N][C][Branch2][Ring1][Ring2][N][Branch1][C][C][C][C][N][=C][Branch1][=Branch1][C][Branch1][C][C][C][S][C][=Ring1][Branch2][=O][C][=C][C][=C][Ring2][Branch1][C],87
N(C(=O)[C@H](C(C)C)NC(N(C)Cc1nc(C(C)C)sc1)=O)[C@H](C[C@H](O)[C@@H](NC(OCc1scnc1)=O)Cc1ccccc1)Cc1ccccc1,[N][Branch2][Ring2][=Branch1][C][=Branch1][C][=O][C@H1][Branch1][=Branch1][C][Branch1][C][C][C][N][C][Branch2][Ring1][Ring2][N][Branch1][C][C][C][C][N][=C][Branch1][=Branch1][C][Branch1][C][C][C][S][C][=Ring1][Branch2][=O][C@H1][Branch2][Ring1][S][C][C@H1][Branch1][C][O][C@@H1][Branch1][#C][N][C][Branch1][#Branch2][O][C][C][S][C][=N][C][=Ring1][Branch1][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1],85
C(N(C)Cc1csc(C(C)C)n1)(=O)N[C@H](C(N[C@H](C[C@H](O)[C@@H](NC(=O)OCc1scnc1)Cc1ccccc1)Cc1ccccc1)=O)C(C)C,[C][Branch2][Ring1][Ring2][N][Branch1][C][C][C][C][=C][S][C][Branch1][=Branch1][C][Branch1][C][C][C][=N][Ring1][Branch2][=Branch1][C][=O][N][C@H1][Branch2][Branch1][Ring1][C][Branch2][Ring2][=C][N][C@H1][Branch2][Ring1][S][C][C@H1][Branch1][C][O][C@@H1][Branch1][#C][N][C][=Branch1][C][=O][O][C][C][S][C][=N][C][=Ring1][Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=O][C][Branch1][C][C][C],86
C(c1ccccc1)[C@@H]([C@H](C[C@H](Cc1ccccc1)NC([C@@H](NC(N(C)Cc1csc(C(C)C)n1)=O)C(C)C)=O)O)NC(OCc1scnc1)=O,[C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C@@H1][Branch2][Branch1][O][C@H1][Branch2][Branch1][=Branch1][C][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][Branch2][Ring2][Ring1][C@@H1][Branch2][Ring1][#Branch2][N][C][Branch2][Ring1][Ring2][N][Branch1][C][C][C][C][=C][S][C][Branch1][=Branch1][C][Branch1][C][C][C][=N][Ring1][Branch2][=O][C][Branch1][C][C][C][=O][O][N][C][Branch1][#Branch2][O][C][C][S][C][=N][C][=Ring1][Branch1][=O],87
C(C)(C)[C@H](NC(N(C)Cc1nc(C(C)C)sc1)=O)C(N[C@@H](Cc1ccccc1)C[C@H](O)[C@@H](NC(OCc1cncs1)=O)Cc1ccccc1)=O,[C][Branch1][C][C][Branch1][C][C][C@H1][Branch2][Ring1][#Branch2][N][C][Branch2][Ring1][Ring2][N][Branch1][C][C][C][C][N][=C][Branch1][=Branch1][C][Branch1][C][C][C][S][C][=Ring1][Branch2][=O][C][Branch2][Ring2][=N][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@H1][Branch1][C][O][C@@H1][Branch1][#C][N][C][Branch1][#Branch2][O][C][C][=C][N][=C][S][Ring1][Branch1][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=O],85
c1ncsc1COC(=O)N[C@H]([C@H](C[C@@H](NC([C@@H](NC(=O)N(C)Cc1nc(C(C)C)sc1)C(C)C)=O)Cc1ccccc1)O)Cc1ccccc1,[C][N][=C][S][C][=Ring1][Branch1][C][O][C][=Branch1][C][=O][N][C@H1][Branch2][Branch1][O][C@H1][Branch2][Branch1][=Branch1][C][C@@H1][Branch2][Ring2][Branch2][N][C][Branch2][Ring2][C][C@@H1][Branch2][Ring1][=Branch2][N][C][=Branch1][C][=O][N][Branch1][C][C][C][C][N][=C][Branch1][=Branch1][C][Branch1][C][C][C][S][C][=Ring1][Branch2][C][Branch1][C][C][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1],85
CN(Cc1csc(C(C)C)n1)C(N[C@@H](C(C)C)C(N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(OCc1scnc1)=O)=O)=O,[C][N][Branch1][S][C][C][=C][S][C][Branch1][=Branch1][C][Branch1][C][C][C][=N][Ring1][Branch2][C][Branch2][Branch1][O][N][C@@H1][Branch1][=Branch1][C][Branch1][C][C][C][C][Branch2][Ring2][=N][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][Branch1][#Branch2][O][C][C][S][C][=N][C][=Ring1][Branch1][=O][=O][=O],82
c1cc(C[C@@H](C[C@H](O)[C@@H](NC(=O)OCc2scnc2)Cc2ccccc2)NC([C@@H](NC(N(Cc2csc(C(C)C)n2)C)=O)C(C)C)=O)ccc1,[C][=C][C][Branch2][=Branch1][=N][C][C@@H1][Branch2][Ring1][S][C][C@H1][Branch1][C][O][C@@H1][Branch1][#C][N][C][=Branch1][C][=O][O][C][C][S][C][=N][C][=Ring1][Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][Branch2][Ring2][Ring1][C@@H1][Branch2][Ring1][#Branch2][N][C][Branch2][Ring1][Ring2][N][Branch1][S][C][C][=C][S][C][Branch1][=Branch1][C][Branch1][C][C][C][=N][Ring1][Branch2][C][=O][C][Branch1][C][C][C][=O][=C][C][=C][Ring2][Branch1][C],88
c1ccccc1C[C@H](NC([C@H](C(C)C)NC(N(C)Cc1nc(C(C)C)sc1)=O)=O)C[C@@H]([C@H](Cc1ccccc1)NC(OCc1scnc1)=O)O,[C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@H1][Branch2][Ring2][Branch2][N][C][Branch2][Ring2][C][C@H1][Branch1][=Branch1][C][Branch1][C][C][C][N][C][Branch2][Ring1][Ring2][N][Branch1][C][C][C][C][N][=C][Branch1][=Branch1][C][Branch1][C][C][C][S][C][=Ring1][Branch2][=O][=O][C][C@@H1][Branch2][Ring1][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][Branch1][#Branch2][O][C][C][S][C][=N][C][=Ring1][Branch1][=O][O],84
N([C@H](C[C@H](O)[C@@H](NC(OCc1scnc1)=O)Cc1ccccc1)Cc1ccccc1)C([C@H](C(C)C)NC(N(Cc1nc(C(C)C)sc1)C)=O)=O,[N][Branch2][Ring2][=N][C@H1][Branch2][Ring1][S][C][C@H1][Branch1][C][O][C@@H1][Branch1][#C][N][C][Branch1][#Branch2][O][C][C][S][C][=N][C][=Ring1][Branch1][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch2][Ring2][C][C@H1][Branch1][=Branch1][C][Branch1][C][C][C][N][C][Branch2][Ring1][Ring2][N][Branch1][S][C][C][N][=C][Branch1][=Branch1][C][Branch1][C][C][C][S][C][=Ring1][Branch2][C][=O][=O],86
O=C(N[C@@H](Cc1ccccc1)C[C@H](O)[C@@H](NC(OCc1scnc1)=O)Cc1ccccc1)[C@H](C(C)C)NC(N(Cc1csc(C(C)C)n1)C)=O,[O][=C][Branch2][Ring2][=N][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@H1][Branch1][C][O][C@@H1][Branch1][#C][N][C][Branch1][#Branch2][O][C][C][S][C][=N][C][=Ring1][Branch1][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][=Branch1][C][Branch1][C][C][C][N][C][Branch2][Ring1][Ring2][N][Branch1][S][C][C][=C][S][C][Branch1][=Branch1][C][Branch1][C][C][C][=N][Ring1][Branch2][C][=O],82
c1cc(C[C@H](NC(=O)[C@@H](NC(N(C)Cc2nc(C(C)C)sc2)=O)C(C)C)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)ccc1,[C][=C][C][Branch2][=Branch1][N][C][C@H1][Branch2][Ring2][Branch2][N][C][=Branch1][C][=O][C@@H1][Branch2][Ring1][#Branch2][N][C][Branch2][Ring1][Ring2][N][Branch1][C][C][C][C][N][=C][Branch1][=Branch1][C][Branch1][C][C][C][S][C][=Ring1][Branch2][=O][C][Branch1][C][C][C][C][C@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][O][C][C][=C][N][=C][S][Ring1][Branch1][=C][C][=C][Ring2][Branch1][C],87
c1cccc(C[C@H](NC(=O)OCc2cncs2)[C@H](C[C@H](Cc2ccccc2)NC([C@H](C(C)C)NC(N(Cc2nc(C(C)C)sc2)C)=O)=O)O)c1,[C][=C][C][=C][C][Branch2][=Branch1][N][C][C@H1][Branch1][#C][N][C][=Branch1][C][=O][O][C][C][=C][N][=C][S][Ring1][Branch1][C@H1][Branch2][Branch1][Branch1][C][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][Branch2][Ring2][C][C@H1][Branch1][=Branch1][C][Branch1][C][C][C][N][C][Branch2][Ring1][Ring2][N][Branch1][S][C][C][N][=C][Branch1][=Branch1][C][Branch1][C][C][C][S][C][=Ring1][Branch2][C][=O][=O][O][=C][Ring2][Branch1][C],87
C(c1csc(C(C)C)n1)N(C)C(N[C@@H](C(C)C)C(=O)N[C@H](C[C@@H]([C@H](Cc1ccccc1)NC(OCc1scnc1)=O)O)Cc1ccccc1)=O,[C][Branch1][#C][C][=C][S][C][Branch1][=Branch1][C][Branch1][C][C][C][=N][Ring1][Branch2][N][Branch1][C][C][C][Branch2][Branch1][N][N][C@@H1][Branch1][=Branch1][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@H1][Branch2][Ring1][P][C][C@@H1][Branch2][Ring1][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][Branch1][#Branch2][O][C][C][S][C][=N][C][=Ring1][Branch1][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=O],85
N(Cc1csc(C(C)C)n1)(C(N[C@H](C(N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OCc1scnc1)=O)C(C)C)=O)C,[N][Branch1][S][C][C][=C][S][C][Branch1][=Branch1][C][Branch1][C][C][C][=N][Ring1][Branch2][Branch2][Branch1][P][C][Branch2][Branch1][N][N][C@H1][Branch2][Branch1][C][C][Branch2][Ring2][=N][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][O][C][C][S][C][=N][C][=Ring1][Branch1][=O][C][Branch1][C][C][C][=O][C],86
s1c(C(C)C)nc(CN(C)C(N[C@@H](C(C)C)C(N[C@@H](Cc2ccccc2)C[C@@H]([C@H](Cc2ccccc2)NC(=O)OCc2cncs2)O)=O)=O)c1,[S][C][Branch1][=Branch1][C][Branch1][C][C][C][=N][C][Branch2][=Branch1][=Branch1][C][N][Branch1][C][C][C][Branch2][Branch1][N][N][C@@H1][Branch1][=Branch1][C][Branch1][C][C][C][C][Branch2][Ring2][=C][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@@H1][Branch2][Ring1][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][O][C][C][=C][N][=C][S][Ring1][Branch1][O][=O][=O][=C][Ring2][Branch1][C],87
C(C)(C)c1scc(CN(C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@@H]([C@H](Cc2ccccc2)NC(OCc2scnc2)=O)O)C(C)C)C)n1,[C][Branch1][C][C][Branch1][C][C][C][S][C][=C][Branch2][=Branch1][=Branch1][C][N][Branch2][Branch1][S][C][=Branch1][C][=O][N][C@H1][Branch2][Branch1][C][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@@H1][Branch2][Ring1][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][Branch1][#Branch2][O][C][C][S][C][=N][C][=Ring1][Branch1][=O][O][C][Branch1][C][C][C][C][N][=Ring2][Ring2][#C],87
C([C@@H](NC(N(Cc1nc(C(C)C)sc1)C)=O)C(C)C)(N[C@H](C[C@@H]([C@@H](NC(=O)OCc1scnc1)Cc1ccccc1)O)Cc1ccccc1)=O,[C][Branch2][Ring2][Ring1][C@@H1][Branch2][Ring1][#Branch2][N][C][Branch2][Ring1][Ring2][N][Branch1][S][C][C][N][=C][Branch1][=Branch1][C][Branch1][C][C][C][S][C][=Ring1][Branch2][C][=O][C][Branch1][C][C][C][Branch2][Ring2][#C][N][C@H1][Branch2][Ring1][P][C][C@@H1][Branch2][Ring1][O][C@@H1][Branch1][#C][N][C][=Branch1][C][=O][O][C][C][S][C][=N][C][=Ring1][Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=O],88
O(Cc1cncs1)C(=O)N[C@H]([C@H](C[C@@H](NC([C@H](C(C)C)NC(N(Cc1nc(C(C)C)sc1)C)=O)=O)Cc1ccccc1)O)Cc1ccccc1,[O][Branch1][=Branch2][C][C][=C][N][=C][S][Ring1][Branch1][C][=Branch1][C][=O][N][C@H1][Branch2][Branch1][O][C@H1][Branch2][Branch1][=Branch1][C][C@@H1][Branch2][Ring2][Branch2][N][C][Branch2][Ring2][C][C@H1][Branch1][=Branch1][C][Branch1][C][C][C][N][C][Branch2][Ring1][Ring2][N][Branch1][S][C][C][N][=C][Branch1][=Branch1][C][Branch1][C][C][C][S][C][=Ring1][Branch2][C][=O][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1],87
c1cccc(C[C@@H](C[C@H](O)[C@@H](NC(=O)OCc2cncs2)Cc2ccccc2)NC([C@@H](NC(=O)N(C)Cc2csc(C(C)C)n2)C(C)C)=O)c1,[C][=C][C][=C][C][Branch2][=Branch1][N][C][C@@H1][Branch2][Ring1][S][C][C@H1][Branch1][C][O][C@@H1][Branch1][#C][N][C][=Branch1][C][=O][O][C][C][=C][N][=C][S][Ring1][Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][Branch2][Ring2][C][C@@H1][Branch2][Ring1][=Branch2][N][C][=Branch1][C][=O][N][Branch1][C][C][C][C][=C][S][C][Branch1][=Branch1][C][Branch1][C][C][C][=N][Ring1][Branch2][C][Branch1][C][C][C][=O][=C][Ring2][Branch1][C],87
c1ccccc1C[C@H](NC(=O)OCc1scnc1)[C@@H](O)C[C@H](Cc1ccccc1)NC([C@H](C(C)C)NC(N(C)Cc1nc(C(C)C)sc1)=O)=O,[C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@H1][Branch1][#C][N][C][=Branch1][C][=O][O][C][C][S][C][=N][C][=Ring1][Branch1][C@@H1][Branch1][C][O][C][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][Branch2][Ring2][C][C@H1][Branch1][=Branch1][C][Branch1][C][C][C][N][C][Branch2][Ring1][Ring2][N][Branch1][C][C][C][C][N][=C][Branch1][=Branch1][C][Branch1][C][C][C][S][C][=Ring1][Branch2][=O][=O],82
CC(c1nc(CN(C)C(N[C@H](C(=O)N[C@H](C[C@@H]([C@@H](NC(OCc2cncs2)=O)Cc2ccccc2)O)Cc2ccccc2)C(C)C)=O)cs1)C,[C][C][Branch2][#Branch1][C][C][=N][C][Branch2][=Branch1][#Branch1][C][N][Branch1][C][C][C][Branch2][Branch1][=N][N][C@H1][Branch2][Branch1][Ring1][C][=Branch1][C][=O][N][C@H1][Branch2][Ring1][P][C][C@@H1][Branch2][Ring1][O][C@@H1][Branch1][#C][N][C][Branch1][#Branch2][O][C][C][=C][N][=C][S][Ring1][Branch1][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][C][=O][=C][S][Ring2][Ring2][#C][C],87
CC(c1nc(CN(C(=O)N[C@@H](C(C)C)C(N[C@@H](Cc2ccccc2)C[C@@H]([C@@H](NC(OCc2cncs2)=O)Cc2ccccc2)O)=O)C)cs1)C,[C][C][Branch2][=Branch1][P][C][=N][C][Branch2][=Branch1][=Branch1][C][N][Branch2][Branch1][S][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][Branch1][C][C][C][C][Branch2][Ring2][=C][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@@H1][Branch2][Ring1][O][C@@H1][Branch1][#C][N][C][Branch1][#Branch2][O][C][C][=C][N][=C][S][Ring1][Branch1][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][=O][C][=C][S][Ring2][Ring2][#C][C],86
c1ccc(C[C@@H]([C@@H](O)C[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)N(C)Cc2csc(C(C)C)n2)C(C)C)NC(=O)OCc2scnc2)cc1,[C][=C][C][=C][Branch2][=Branch1][O][C][C@@H1][Branch2][Branch1][Branch2][C@@H1][Branch1][C][O][C][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@@H1][Branch2][Ring1][=Branch2][N][C][=Branch1][C][=O][N][Branch1][C][C][C][C][=C][S][C][Branch1][=Branch1][C][Branch1][C][C][C][=N][Ring1][Branch2][C][Branch1][C][C][C][N][C][=Branch1][C][=O][O][C][C][S][C][=N][C][=Ring1][Branch1][C][=C][Ring2][Branch1][C],86
O=C(OCc1scnc1)N[C@@H](Cc1ccccc1)[C@H](C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)NC(N(Cc1csc(C(C)C)n1)C)=O)O,[O][=C][Branch1][#Branch2][O][C][C][S][C][=N][C][=Ring1][Branch1][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch2][Branch1][Ring2][C][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][=Branch1][C][Branch1][C][C][C][N][C][Branch2][Ring1][Ring2][N][Branch1][S][C][C][=C][S][C][Branch1][=Branch1][C][Branch1][C][C][C][=N][Ring1][Branch2][C][=O][O],82
c1(C[C@@H]([C@H](C[C@H](Cc2ccccc2)NC([C@@H](NC(N(C)Cc2nc(C(C)C)sc2)=O)C(C)C)=O)O)NC(OCc2scnc2)=O)ccccc1,[C][Branch2][=Branch1][=C][C][C@@H1][Branch2][Branch1][O][C@H1][Branch2][Branch1][=Branch1][C][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][Branch2][Ring2][Ring1][C@@H1][Branch2][Ring1][#Branch2][N][C][Branch2][Ring1][Ring2][N][Branch1][C][C][C][C][N][=C][Branch1][=Branch1][C][Branch1][C][C][C][S][C][=Ring1][Branch2][=O][C][Branch1][C][C][C][=O][O][N][C][Branch1][#Branch2][O][C][C][S][C][=N][C][=Ring1][Branch1][=O][=C][C][=C][C][=C][Ring2][Branch1][C],89
[C@@H](NC(=O)N(Cc1nc(C(C)C)sc1)C)(C(=O)N[C@H](C[C@@H]([C@H](Cc1ccccc1)NC(OCc1cncs1)=O)O)Cc1ccccc1)C(C)C,[C@@H1][Branch2][Ring1][=Branch2][N][C][=Branch1][C][=O][N][Branch1][S][C][C][N][=C][Branch1][=Branch1][C][Branch1][C][C][C][S][C][=Ring1][Branch2][C][Branch2][Branch1][Ring1][C][=Branch1][C][=O][N][C@H1][Branch2][Ring1][P][C][C@@H1][Branch2][Ring1][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][Branch1][#Branch2][O][C][C][=C][N][=C][S][Ring1][Branch1][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][C],86
CC(C)[C@H](NC(N(Cc1nc(C(C)C)sc1)C)=O)C(N[C@@H](Cc1ccccc1)C[C@@H]([C@@H](NC(OCc1cncs1)=O)Cc1ccccc1)O)=O,[C][C][Branch1][C][C][C@H1][Branch2][Ring1][#Branch2][N][C][Branch2][Ring1][Ring2][N][Branch1][S][C][C][N][=C][Branch1][=Branch1][C][Branch1][C][C][C][S][C][=Ring1][Branch2][C][=O][C][Branch2][Ring2][=C][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@@H1][Branch2][Ring1][O][C@@H1][Branch1][#C][N][C][Branch1][#Branch2][O][C][C][=C][N][=C][S][Ring1][Branch1][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][=O],84
O(C(N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](NC([C@H](C(C)C)NC(=O)N(C)Cc1nc(C(C)C)sc1)=O)Cc1ccccc1)=O)Cc1cncs1,[O][Branch2][=Branch1][O][C][Branch2][=Branch1][=Branch1][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@@H1][Branch1][C][O][C][C@@H1][Branch2][Ring2][#Branch1][N][C][Branch2][Ring1][P][C@H1][Branch1][=Branch1][C][Branch1][C][C][C][N][C][=Branch1][C][=O][N][Branch1][C][C][C][C][N][=C][Branch1][=Branch1][C][Branch1][C][C][C][S][C][=Ring1][Branch2][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=O][C][C][=C][N][=C][S][Ring1][Branch1],86
c1(C(C)C)scc(CN(C(N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@@H]([C@@H](NC(=O)OCc2scnc2)Cc2ccccc2)O)C(C)C)=O)C)n1,[C][Branch1][=Branch1][C][Branch1][C][C][C][S][C][=C][Branch2][=Branch1][#Branch1][C][N][Branch2][Branch1][P][C][Branch2][Branch1][N][N][C@H1][Branch2][Branch1][C][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@@H1][Branch2][Ring1][O][C@@H1][Branch1][#C][N][C][=Branch1][C][=O][O][C][C][S][C][=N][C][=Ring1][Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][Branch1][C][C][C][=O][C][N][=Ring2][Branch1][C],88
[C@H](C(C)C)(C(N[C@H](C[C@H](O)[C@H](Cc1ccccc1)NC(OCc1scnc1)=O)Cc1ccccc1)=O)NC(N(C)Cc1nc(C(C)C)sc1)=O,[C@H1][Branch1][=Branch1][C][Branch1][C][C][C][Branch2][Branch1][Ring1][C][Branch2][Ring2][=C][N][C@H1][Branch2][Ring1][S][C][C@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][Branch1][#Branch2][O][C][C][S][C][=N][C][=Ring1][Branch1][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=O][N][C][Branch2][Ring1][Ring2][N][Branch1][C][C][C][C][N][=C][Branch1][=Branch1][C][Branch1][C][C][C][S][C][=Ring1][Branch2][=O],86
c1cnccc1CO[C@@H]1CCN(C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(c2ccc3ccccc3n2)=O)C(C)C)[C@H](C(NC(C)(C)C)=O)C1,[C][=C][N][=C][C][=C][Ring1][=Branch1][C][O][C@@H1][C][C][N][Branch2][Branch1][Ring1][C][C@@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@@H1][Branch2][Ring1][Ring2][N][C][Branch1][#C][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring1][#Branch2][=O][C][Branch1][C][C][C][C@H1][Branch1][=C][C][Branch1][#Branch2][N][C][Branch1][C][C][Branch1][C][C][C][=O][C][Ring2][Ring2][N],87
N([C@H]([C@H](O)CN1CC[C@@H](OCc2ccncc2)C[C@H]1C(=O)NC(C)(C)C)Cc1ccccc1)C([C@@H](NC(=O)c1nc2ccccc2cc1)C(C)C)=O,[N][Branch2][Branch1][Ring2][C@H1][Branch2][Ring2][#Branch1][C@H1][Branch1][C][O][C][N][C][C][C@@H1][Branch1][O][O][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][C@H1][Ring1][=C][C][=Branch1][C][=O][N][C][Branch1][C][C][Branch1][C][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch2][Ring1][=N][C@@H1][Branch2][Ring1][Ring2][N][C][=Branch1][C][=O][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2][C][Branch1][C][C][C][=O],88
